step_ms,forward_ms,backward_ms,optimizer_ms,gpu_mem_alloc_MB,gpu_mem_reserved_MB,gpu_mem_max_MB,proc_cpu_percent,sys_cpu_percent,ram_used_MB,ram_percent
242.664206,67.482034,118.152653,56.411458,5070.91455078125,7974.0,7309.55615234375,102.5,0.5,14326.84375,2.8
239.984423,66.084942,116.72309,56.537652,5070.91455078125,7974.0,7309.55615234375,99.5,0.6,14328.3203125,2.8
241.393045,66.377917,117.415461,56.966908,5070.91455078125,7974.0,7309.55615234375,98.9,0.5,14329.73828125,2.8
240.613302,66.60898,116.72057,56.663963,5070.91455078125,7974.0,7309.55615234375,99.2,0.5,14329.73828125,2.8
241.187653,65.798747,117.869808,56.895207,5070.91455078125,7974.0,7309.55615234375,99.0,0.5,14329.73828125,2.8
241.197322,66.978066,116.683,56.909688,5070.91455078125,7974.0,7309.55615234375,103.1,0.6,14329.73828125,2.8
240.250716,65.014255,118.175063,56.413199,5070.91455078125,7974.0,7309.55615234375,99.4,0.5,14329.984375,2.8
241.793722,67.216589,117.487932,56.46278,5070.91455078125,7974.0,7309.55615234375,98.7,0.5,14329.984375,2.8
239.77471,64.341204,118.314304,56.494011,5070.91455078125,7974.0,7309.55615234375,103.7,0.5,14329.984375,2.8
235.914598,63.742475,114.424113,56.974838,5070.91455078125,7974.0,7309.55615234375,97.0,0.5,14329.984375,2.8
240.481801,66.048232,117.075566,56.693204,5070.91455078125,7974.0,7309.55615234375,103.4,0.6,14330.0625,2.8
242.464702,67.453553,117.910759,56.47471,5070.91455078125,7974.0,7309.55615234375,94.4,0.5,14330.0625,2.8
240.450791,66.055091,116.844322,56.925417,5070.91455078125,7974.0,7309.55615234375,103.4,0.5,14330.30859375,2.8
240.581283,66.186174,117.217468,56.534261,5070.91455078125,7974.0,7309.55615234375,103.4,0.5,14330.30859375,2.8
240.337468,66.596319,116.401225,56.704284,5070.91455078125,7974.0,7309.55615234375,95.2,0.5,14330.30859375,2.8
